Year,Month,Platform,Region,Genre,Song Type,Age Group (18-24),Age Group (25-34),Age Group (35-44),Age Group (45-54),Age Group (55+),Male (%),Female (%),Device Type,Monthly Active Users (MAU),Monthly Streams,Revenue (USD),ARPU (USD),Paid Subscribers (%),Free Subscribers (%),Likes,Shares,Comments,Peak Streaming Hours (UTC),Churn Rate (%)
2022,12,YouTube,North America,Pop,Single,1225,3897,3420,1956,835,49,51,PS5,451659,324693,132909,1.8961390294857328,66,34,1375,3665,259,21:00,11.750744595927417
2020,08,Apple Music,Europe,Classical,EP,1644,2455,2726,1672,671,42,58,Mobile,494219,174815,180251,13.345688742469578,43,57,3968,1767,2380,00:00,32.43256314962558
2020,03,YouTube,Asia,Electronic,Album,2761,3062,3104,2159,1134,46,54,Tablet,198358,223527,62293,3.482185359300946,25,75,3567,4551,2477,21:00,39.51405961437466
2024,04,Amazon Music,Japan,Rock,Album,2002,3397,1887,2670,2475,52,48,Mobile,339796,214507,191433,13.9194175077675,34,66,3595,3849,1109,12:00,37.70998090011543
2024,11,YouTube,Asia,Hip-Hop,EP,1187,2879,2537,1038,1439,41,59,Mobile,341604,476445,103546,13.25931228923468,9,91,559,1942,752,12:00,39.86610553139957
2024,04,YouTube,India,Jazz,Album,2800,3943,2629,2065,2410,48,52,Tablet,187784,373297,108310,16.035195302003803,9,91,3480,1230,4012,21:00,30.886980136525796
2020,04,Amazon Music,Asia,Rock,EP,1729,2512,2838,1186,2266,52,48,PS5,430676,216833,58323,10.242069986687673,7,93,571,4682,641,12:00,24.98812492724864
2019,12,Apple Music,South America,Jazz,Album,2117,3157,1976,2389,858,56,44,Mobile,409898,106552,62375,9.191913359671153,45,55,3515,283,4536,18:00,49.680249847168625
2023,01,Apple Music,Asia,Hip-Hop,Album,1107,2233,3468,1170,1545,57,43,Tablet,213187,452453,83290,4.484444001612732,13,87,2828,1891,2530,21:00,10.480156005141303
2019,02,Amazon Music,South America,Rock,Album,1557,3384,1914,1954,2459,60,40,Tablet,367850,373700,165450,3.5333434131398054,37,63,2495,3968,407,18:00,46.12649269126116
2019,02,Spotify,Japan,Rock,EP,2158,2690,2296,2106,983,51,49,PS5,357055,141441,64404,5.253640651220806,6,94,2793,2533,4926,21:00,8.323101147150737
2020,03,YouTube,North America,Rock,Single,1517,3578,2190,2732,1496,35,65,PS5,346039,151543,143751,18.95517346812483,33,67,1314,1226,3888,18:00,30.42009235401499
2022,10,Spotify,Japan,Hip-Hop,Album,2037,3939,3325,2394,799,45,55,Desktop,296674,275542,156859,5.55031609639378,31,69,3847,4232,4182,18:00,31.03641048783651
2022,07,Spotify,South America,Jazz,Single,1779,3982,1883,2662,1702,57,43,Mobile,114059,101912,147186,9.719045641898086,56,44,1182,2885,4729,12:00,5.046868709311807
2023,05,Amazon Music,Africa,Pop,Single,2401,2417,3291,2926,924,41,59,PS5,400627,208254,70868,3.2090672674723177,29,71,4862,1385,4788,00:00,14.053294130775116
2023,10,YouTube,Europe,Hip-Hop,Single,1733,2285,2964,2776,2242,61,39,Desktop,108377,395001,127766,4.052071934343028,47,53,2875,933,452,21:00,34.75891573167006
2019,12,YouTube,Japan,Classical,EP,2078,2629,1801,2490,2359,55,45,Tablet,270195,483949,66242,6.6350032710847735,46,54,2235,3993,980,00:00,30.06647676701541
2019,02,Apple Music,India,Hip-Hop,Album,2424,3128,3060,1569,2185,60,40,Mobile,255882,271572,114827,9.264819828223178,20,80,2362,793,4947,06:00,35.44243482053016
2022,12,YouTube,South America,Hip-Hop,EP,2202,2917,3090,2991,2300,61,39,PS5,153183,428388,138959,5.61064869110991,66,34,3036,109,1243,21:00,45.541345229960775
2019,07,Spotify,Europe,Electronic,Single,2982,3782,1680,1850,788,46,54,Desktop,130795,472712,107372,12.931101940221673,37,63,2173,4142,113,18:00,26.190877366319206
2023,10,Amazon Music,Africa,Classical,Album,1011,3488,2111,2125,1311,57,43,Mobile,184320,385474,186540,7.219270552059143,27,73,3051,664,4373,06:00,8.701615089343179
2020,08,Amazon Music,South America,Pop,Single,2699,3494,1741,1644,689,64,36,Tablet,462235,312170,190955,15.646629459244252,48,52,4746,1266,3298,21:00,5.988173361649814
2020,12,Apple Music,Japan,Rock,Single,1130,3003,2316,1248,1571,59,41,Tablet,355094,400754,73516,2.983643555943644,39,61,754,420,3080,12:00,11.783607298143455
2019,06,Spotify,Japan,Jazz,Album,1345,3470,3230,2030,2378,37,63,Desktop,434638,132033,113809,17.34563383012185,8,92,4336,3193,2079,18:00,25.508661270563756
2019,09,Apple Music,South America,Pop,Single,1339,2643,2054,1624,1235,62,38,Tablet,416395,105894,148720,18.600355593722657,47,53,3199,3521,3099,21:00,11.882380836474983
2022,01,Apple Music,South America,Pop,Album,1843,2235,2372,1382,1466,37,63,PS5,251942,244337,199099,13.34460874323832,48,52,1113,1570,943,18:00,29.483349923063233
2024,03,Amazon Music,Asia,Pop,EP,1436,3593,3261,1203,1786,61,39,Desktop,167523,437794,182421,18.791827561442286,8,92,2117,187,4610,18:00,11.887786391689906
2022,04,Amazon Music,South America,Electronic,Album,2756,3573,3186,2892,1263,38,62,Desktop,143767,404440,112777,17.51416210481168,37,63,1837,4164,419,12:00,42.102465218486486
2020,07,Apple Music,India,Rock,Single,2441,3982,1902,2236,2306,62,38,Desktop,231008,170713,146231,16.715571525795937,31,69,4551,3735,2321,00:00,49.4292444067375
2020,07,YouTube,Asia,Electronic,Single,1573,2435,1779,1455,1217,53,47,PS5,311497,283523,143453,7.206717509343919,54,46,1662,1950,3785,06:00,28.919708009696993
2020,07,Spotify,India,Pop,EP,2240,2240,2584,1509,1607,42,58,PS5,322074,281819,75367,13.128406003980356,9,91,3193,3178,3619,00:00,40.33890620788421
2022,09,Apple Music,Africa,Classical,Album,1892,3252,2759,1319,1463,37,63,Mobile,409282,423804,111121,13.051487332228692,35,65,614,4394,3178,00:00,33.905634858329464
2023,02,YouTube,Japan,Pop,EP,2626,3643,2342,1343,1299,55,45,Mobile,221901,319082,81840,8.162858988426311,50,50,4476,2163,1288,12:00,20.8116259982654
2024,04,Amazon Music,South America,Jazz,EP,2646,3232,2563,1402,1240,41,59,Desktop,381842,108535,88103,6.626077175134018,43,57,458,4863,3167,21:00,41.981538032263764
2022,12,Apple Music,Africa,Classical,Album,1020,3337,1787,2165,865,47,53,PS5,184870,246230,59263,14.77516792540277,47,53,2520,175,2227,06:00,9.37349150908232
2024,11,YouTube,South America,Pop,EP,1623,2489,3067,1282,1077,47,53,PS5,255354,102833,76965,7.999549054512548,14,86,4552,2701,2145,18:00,32.11724544927232
2020,05,YouTube,South America,Jazz,Album,2536,2943,3073,1075,1813,61,39,Desktop,142648,182133,168847,17.920116409330326,68,32,512,2448,2224,06:00,24.70297377897153
2019,12,Apple Music,Africa,Rock,Single,2997,2692,2689,2524,1737,58,42,Tablet,159229,285423,135110,9.430728386076634,28,72,1748,3120,1272,18:00,29.066688524202668
2019,04,Amazon Music,Europe,Jazz,Single,2323,3521,3043,2723,1997,38,62,Desktop,281272,116379,119519,7.097596489230794,33,67,3397,4045,2395,06:00,19.414964755285318
2024,02,Spotify,North America,Rock,Album,2242,2024,2894,2638,2303,64,36,Desktop,202200,138653,145408,3.3106263994607055,46,54,3077,4451,3004,06:00,13.89677138441422
2023,04,Amazon Music,Japan,Electronic,EP,1251,3812,3075,2323,1464,49,51,PS5,118924,290800,66354,13.288220280614045,45,55,1052,3718,4903,06:00,37.92004867354306
2019,06,Spotify,Europe,Electronic,Single,2085,3488,2741,1864,1749,57,43,Mobile,416999,471905,152375,17.972385934909667,38,62,1171,4851,4967,12:00,23.28397646260183
2024,09,Spotify,Japan,Hip-Hop,Single,1887,3677,2924,2841,2152,47,53,Tablet,207476,491730,139433,13.306747964240262,63,37,2792,4134,4492,00:00,42.85214479022962
2024,11,YouTube,India,Electronic,Single,1561,3474,1527,1814,2087,50,50,Tablet,102740,143896,189499,4.417046982409217,53,47,4430,2976,2288,21:00,19.52648532197829
2022,05,Amazon Music,Europe,Hip-Hop,EP,1571,3857,1721,1796,655,43,57,Mobile,287810,482867,111532,13.199049087806394,22,78,759,929,3253,12:00,20.307652565280414
2020,05,Amazon Music,India,Hip-Hop,Album,2162,3284,1723,2891,2204,50,50,PS5,271384,402966,95763,18.854554471187615,23,77,2560,3146,550,12:00,9.80504356514476
2022,05,Amazon Music,North America,Hip-Hop,EP,1454,2293,2876,1365,2407,35,65,Tablet,178091,303735,129961,2.052857133327028,52,48,1432,328,4774,12:00,28.461654285307638
2019,02,Apple Music,Asia,Jazz,Single,2172,2816,2870,1432,888,54,46,Tablet,244174,110940,96250,12.795275852526062,66,34,3127,3733,3781,18:00,8.936904619096513
2019,03,Apple Music,Africa,Pop,EP,1569,2924,1983,2906,835,50,50,Desktop,496837,446000,52773,5.513507025974379,33,67,2230,418,4408,06:00,20.926751681396212
2019,06,Spotify,North America,Rock,Single,2769,3659,1568,2228,840,57,43,Mobile,352077,105152,111602,19.126724097790174,6,94,3048,916,1678,12:00,49.66004931255927
2023,10,Amazon Music,Japan,Pop,EP,2859,3676,2690,1427,1657,41,59,Mobile,183536,181537,133400,2.1587022324539538,38,62,4242,1325,1788,21:00,16.6059006854425
2023,05,Apple Music,Europe,Jazz,Album,2357,2354,1514,2633,1241,44,56,Mobile,321327,244233,121196,19.625376625965593,57,43,2463,1814,4663,18:00,15.416184837382142
2023,02,YouTube,Japan,Pop,Album,1172,3049,2499,2784,2215,47,53,Tablet,212958,175228,153974,4.198025025819663,59,41,4951,4184,2932,00:00,26.11235249158955
2022,06,Apple Music,Asia,Rock,Single,1457,2891,2182,2403,2386,52,48,Desktop,462586,146378,111007,19.436106551710495,8,92,4335,2917,4044,00:00,32.40615577764427
2020,07,Amazon Music,Europe,Jazz,Single,2090,3372,3119,2829,2482,51,49,Mobile,151201,239537,56175,1.5779175598829012,17,83,3534,1027,4827,12:00,9.668493052751966
2020,06,Amazon Music,Europe,Electronic,Single,2980,2891,1787,2934,1191,36,64,Desktop,256267,375891,193102,16.7516170416333,53,47,2119,2757,382,18:00,37.893530976191215
2020,05,YouTube,Africa,Electronic,Single,1476,3389,3191,2358,1792,39,61,Tablet,361027,399499,68114,15.021366912490038,33,67,783,1345,275,00:00,27.399344932638236
2020,11,YouTube,South America,Classical,Album,1788,2124,2500,2625,2466,40,60,Desktop,357172,382619,88230,6.358490912652224,52,48,2396,3934,2141,12:00,7.129140717723757
2019,07,Apple Music,Europe,Classical,Single,2584,2034,2780,1737,754,54,46,Mobile,190833,191521,115888,6.5157071385191605,32,68,4201,1639,3899,12:00,40.47779887926566
2020,03,Apple Music,Japan,Jazz,EP,1551,3596,2060,1392,582,43,57,Mobile,140603,280056,92310,18.928325794496804,6,94,2758,1022,1109,12:00,32.66765838301028
2022,02,Spotify,North America,Hip-Hop,Single,2204,3849,3360,1433,2121,52,48,PS5,492123,165647,187996,3.322539277132671,16,84,4631,2513,2186,18:00,9.121730849719198
2024,03,Apple Music,India,Classical,Single,1524,2592,2064,1275,1135,57,43,Desktop,294045,296589,57506,3.097926197024002,39,61,4888,2457,3998,12:00,41.13490127707866
2019,08,Spotify,India,Hip-Hop,Single,2218,2465,3172,1844,821,41,59,Tablet,456789,477024,129010,2.6773820115897955,8,92,3452,2912,3599,00:00,21.152871100231692
2024,06,Spotify,South America,Hip-Hop,Album,1571,3304,1503,2822,1469,64,36,Tablet,320383,377674,137914,9.865344871138044,31,69,3804,3020,2368,18:00,9.065341268891203
2024,07,Apple Music,India,Electronic,EP,2093,2254,2109,2620,1306,43,57,PS5,290560,128647,179286,8.559384059899578,46,54,593,2685,2895,18:00,41.39745722237575
2022,06,Apple Music,Asia,Jazz,EP,1684,3561,1949,1973,2337,39,61,PS5,450182,211307,103339,5.748762737573733,61,39,1512,1403,522,00:00,49.12934791691412
2020,09,Amazon Music,North America,Hip-Hop,Album,1490,2160,2376,1697,1669,49,51,Mobile,189128,114932,100288,18.624345959724543,7,93,2275,1854,2999,12:00,44.845658830540266
2019,03,YouTube,Asia,Classical,Single,1247,2411,2494,1764,1758,47,53,Mobile,433723,487604,87357,16.94364720095989,44,56,2951,1893,1657,06:00,8.178027897819991
2022,06,Spotify,Africa,Jazz,Single,1333,3164,1720,1677,2081,58,42,PS5,124745,388334,101664,2.980053845089918,46,54,881,2054,4208,00:00,8.482632725766925
2023,05,Apple Music,South America,Classical,Single,2759,3949,2647,1007,1206,59,41,PS5,492155,322059,72179,16.326070400757235,60,40,3469,3650,2857,06:00,34.745511762384524
2019,03,Apple Music,North America,Electronic,Single,1440,3351,2085,2072,1509,51,49,Tablet,102803,390082,125688,14.919208673802691,50,50,2932,1235,4232,21:00,16.345383830322827
2023,06,Apple Music,Africa,Electronic,EP,2106,3691,1872,2860,1219,50,50,PS5,456231,350884,141889,15.871968783960575,47,53,3199,2761,822,06:00,49.88947881177433
2022,07,Amazon Music,South America,Jazz,Single,1539,3497,3316,2196,2037,59,41,Desktop,126466,488498,175570,14.267719572390991,11,89,4511,4767,1972,18:00,41.14961413472455
2024,02,Apple Music,North America,Classical,Album,2962,2485,3435,2082,1182,35,65,Mobile,141513,357492,120062,3.828135307646745,47,53,4822,3856,4217,12:00,37.95316865879899
2020,12,Spotify,Asia,Rock,EP,2429,3441,3469,1205,1949,49,51,Mobile,462790,438391,69232,11.579436536527794,7,93,867,4759,1162,00:00,8.706054067499275
2022,11,Apple Music,India,Rock,Album,1518,3816,2190,1170,1204,63,37,Mobile,188604,102368,116235,19.10269366274324,30,70,1777,4899,1753,18:00,19.264891075425737
2019,11,Amazon Music,North America,Hip-Hop,Album,2334,2882,3467,2821,606,64,36,Tablet,378740,336769,179319,19.486475294394808,18,82,3026,2111,1648,12:00,12.148019170655228
2019,09,Amazon Music,Japan,Classical,Album,2186,3491,2197,1179,1296,56,44,Desktop,430269,461081,103885,2.2665873328399653,60,40,4011,4388,1046,21:00,32.705896987934764
2019,12,Spotify,South America,Hip-Hop,EP,2971,3667,2573,1777,1964,50,50,PS5,168045,243457,150543,9.195082171411363,38,62,660,2793,1178,18:00,19.56750695729253
2024,03,Spotify,South America,Jazz,Single,1190,3328,2061,1120,1272,38,62,Mobile,221695,200935,103799,16.201583078031035,60,40,3171,525,169,00:00,14.584561464887795
2022,09,Apple Music,South America,Pop,Album,1299,3784,1607,1487,1647,35,65,PS5,434089,300300,193195,10.390066500979625,60,40,1823,1848,3009,06:00,21.266986586535733
2020,12,Amazon Music,India,Electronic,Album,1616,3601,2897,1155,639,64,36,PS5,433658,134823,158494,1.3135339717836072,60,40,1772,2671,3194,18:00,24.663682398763342
2020,05,Amazon Music,India,Jazz,Single,2011,3881,2800,1110,2448,46,54,PS5,295668,139464,125381,18.049674263482633,50,50,793,3868,945,18:00,43.3779659555556
2020,07,Apple Music,North America,Hip-Hop,EP,2593,2277,3098,1120,1710,61,39,Desktop,379221,345920,197574,13.204126044896908,20,80,1251,4954,4947,00:00,12.905825862265024
2023,02,Amazon Music,North America,Pop,Album,2837,2603,1517,2590,1771,35,65,PS5,403045,113181,141487,16.357199144238194,41,59,1308,4678,447,00:00,28.200515492111556
2020,12,Apple Music,India,Hip-Hop,Album,2100,3594,1813,2333,1836,35,65,PS5,255811,289502,188813,5.464945485523682,53,47,3235,1167,921,18:00,47.826435381924256
2022,02,Spotify,India,Jazz,Single,1635,3023,3297,2389,2317,57,43,PS5,114361,267142,181420,4.511271914830296,26,74,2430,1595,308,06:00,49.596065462381624
2022,04,YouTube,Europe,Pop,Single,2245,2999,2292,1399,2397,51,49,Tablet,379225,382417,124513,6.494812349475261,34,66,764,3668,4955,00:00,26.17621060610813
2024,11,YouTube,Asia,Rock,EP,2507,3542,1859,2738,2331,55,45,Tablet,326297,309279,91811,1.7881787232708688,24,76,410,3706,4718,18:00,6.582261481596277
2019,01,YouTube,Africa,Electronic,Single,1089,2321,3103,1977,2465,63,37,Tablet,340467,224251,76955,10.94646563785577,42,58,3833,1867,4463,18:00,41.81617664676944
2020,10,Spotify,Asia,Jazz,Single,1550,2109,2150,2700,1433,39,61,Tablet,318832,310976,93546,13.789004335901094,52,48,4164,1785,137,18:00,45.99954010696072
2022,01,Amazon Music,Africa,Hip-Hop,Album,1130,3419,2246,1292,1597,58,42,Tablet,187358,376624,146851,11.930498937430617,66,34,892,179,4517,06:00,19.729621634713666
2022,09,Apple Music,Europe,Hip-Hop,Single,1704,2711,1924,1195,1222,62,38,Desktop,453377,137047,70575,16.11646486478947,30,70,1662,4141,4537,12:00,48.59078409043921
2020,12,Spotify,Europe,Jazz,Album,2068,3795,3291,2861,576,41,59,PS5,112543,271594,94931,15.64793585582906,29,71,3954,4837,659,00:00,44.751045873077295
2022,02,Amazon Music,Africa,Pop,EP,1726,2739,3213,1361,1215,64,36,Mobile,296599,279160,50326,10.59678253143917,9,91,3881,1747,1296,21:00,14.370783458218579
2019,08,Spotify,Africa,Jazz,Single,2619,2119,3115,2876,939,49,51,Mobile,243149,295936,62417,12.88143308744274,51,49,1298,1112,3067,00:00,49.13929499347775
2023,09,YouTube,Asia,Pop,EP,2769,2881,2897,2895,960,64,36,Tablet,129197,335496,112507,17.938314480769748,45,55,153,3945,1023,12:00,15.128489920657707
2019,11,Spotify,India,Rock,Single,2748,2639,3139,2358,938,51,49,PS5,139165,413673,170545,2.990224970901309,23,77,2740,3883,1892,00:00,25.382065640169422
2024,01,Amazon Music,South America,Jazz,Album,2390,2490,2496,2625,616,58,42,PS5,366936,184586,119844,12.149737821618736,36,64,1468,1965,1104,18:00,29.96732252124247
2022,02,Apple Music,South America,Classical,Single,2786,3427,2346,2199,923,46,54,Mobile,456846,368938,174088,10.454343388967244,52,48,2421,4143,4796,12:00,46.72798524362048
2024,03,Apple Music,Africa,Rock,Single,2181,2328,2251,2157,1939,42,58,PS5,366247,472291,181643,17.538546703943954,44,56,1115,4476,4870,21:00,18.13135192781033
2020,09,Apple Music,Asia,Hip-Hop,Single,2701,2207,3142,2730,1316,52,48,Desktop,116976,165942,96665,10.442508535497666,11,89,185,4101,3097,12:00,33.27352781802586
2019,09,YouTube,North America,Jazz,Single,1250,3294,2728,1364,1369,44,56,Tablet,496087,454824,122670,9.667475534299026,13,87,4359,3890,1145,06:00,36.16082602227588
2024,12,Spotify,Africa,Electronic,Single,1849,2866,2134,2395,2439,40,60,Desktop,127778,177207,188941,17.816373826446164,29,71,588,1248,3537,21:00,31.572184411081864
2024,12,Amazon Music,Europe,Electronic,Single,2164,3576,2263,1094,1013,48,52,Desktop,278046,120082,158877,12.095993570360802,48,52,3152,2717,2079,06:00,17.217416923620384
2023,07,Apple Music,Japan,Rock,Single,2174,2704,2519,1960,1491,40,60,Desktop,424537,232764,55068,1.3774465208381945,38,62,3357,2816,1502,00:00,8.166870402793588
2023,10,Apple Music,Japan,Pop,Album,2944,3979,2507,1022,1313,46,54,Mobile,109942,488437,168931,4.0726690768212475,59,41,3909,4481,3548,21:00,5.66305347642527
2024,07,YouTube,Asia,Classical,Album,2754,3990,3107,1432,1556,40,60,PS5,397208,307312,134488,5.511463466578427,15,85,4148,4642,663,00:00,31.364341596345415
2024,09,Apple Music,North America,Hip-Hop,Single,2889,2770,1798,1244,624,47,53,Tablet,399158,167506,186203,8.511012627544858,69,31,4866,1490,2794,06:00,45.45253500792204
2022,02,Spotify,South America,Electronic,Album,2139,3177,1840,1855,1224,61,39,Mobile,497167,446239,191957,6.44998822107465,5,95,821,4151,2568,12:00,5.054421743692423
2023,11,YouTube,Asia,Electronic,EP,1860,3138,1947,2438,1049,38,62,Mobile,326624,286635,63116,4.024063875789261,33,67,2172,1673,937,00:00,32.052624893359074
2020,11,Spotify,Asia,Electronic,Single,1821,2038,1844,1218,1070,52,48,Desktop,203642,224064,93773,15.006133524598003,30,70,2684,570,312,06:00,34.26077333785521
2023,10,Amazon Music,South America,Hip-Hop,Single,1486,2034,2758,1742,512,38,62,PS5,227106,133237,83185,7.519709145056128,54,46,464,4055,2091,06:00,27.386055939759768
2022,02,YouTube,North America,Rock,Album,1045,2924,1510,1064,2021,61,39,PS5,261727,166433,90326,14.692485325941645,9,91,1155,4436,3394,06:00,32.513909502091806
2020,11,Apple Music,South America,Pop,Single,1021,2733,2214,1708,520,57,43,Tablet,194465,151920,108449,5.287958850087622,29,71,4272,1413,1266,21:00,11.252140292680703
2022,01,YouTube,Japan,Electronic,Album,2764,2472,3198,2710,1900,38,62,Tablet,471200,440689,145916,9.363830837114332,57,43,2968,3050,559,18:00,11.733346411347052
2019,01,Spotify,South America,Jazz,Album,2448,3638,1903,1885,1926,60,40,PS5,286242,214309,55354,3.973843963033292,5,95,1372,1981,2090,18:00,30.88805133820439
2024,05,YouTube,South America,Jazz,Single,1098,2928,2617,1287,1922,36,64,PS5,416336,393640,135023,3.6936644408730936,67,33,193,1392,4922,06:00,34.237388013981594
2022,05,Amazon Music,Europe,Jazz,EP,2597,2406,2108,2910,2360,54,46,PS5,142709,147380,105882,6.569473830844239,42,58,4434,3545,318,18:00,44.866473126846806
2022,02,Amazon Music,Japan,Jazz,Album,1728,3266,2889,1051,647,36,64,Mobile,327450,235628,148432,12.895437949003751,37,63,1657,2060,2004,21:00,7.1519460804321735
2022,12,Apple Music,Africa,Classical,Album,1479,3837,2668,2084,736,51,49,Desktop,194269,294080,181378,8.372344273653797,63,37,1000,2962,2328,21:00,38.15174550642361
2019,09,YouTube,Europe,Rock,EP,2325,2465,3274,1341,1458,59,41,PS5,107240,133669,55117,12.724445168598317,18,82,1513,916,4864,12:00,13.851106611880935
2019,02,Apple Music,India,Electronic,Single,1453,2404,3497,2713,1587,49,51,Tablet,317127,240574,181811,13.639736046135257,9,91,3789,4160,752,00:00,45.0850592596611
2022,05,Amazon Music,Africa,Jazz,Single,2233,2675,1923,2374,1221,56,44,PS5,176539,137904,79434,8.677351009763168,23,77,885,3514,3431,21:00,17.859263003941425
2019,03,Spotify,India,Hip-Hop,EP,2989,3637,3024,1197,1597,36,64,Tablet,390123,159631,90336,18.20241003741524,50,50,2032,889,878,21:00,46.42244844316368
2024,01,Spotify,India,Classical,Album,1774,2334,2682,1763,878,44,56,Tablet,401076,115536,193719,8.920965860335354,66,34,2554,4572,1037,18:00,31.74699395324965
2023,06,Amazon Music,North America,Electronic,EP,1025,2815,2690,1953,660,57,43,Desktop,121613,385024,195264,16.616676488871597,8,92,2652,196,1966,00:00,9.864932890773646
2024,11,Amazon Music,India,Classical,Single,1817,2991,2843,2195,1306,39,61,Mobile,395518,240799,187042,13.05458072501747,16,84,3618,3513,450,18:00,27.75886261635307
2019,09,Spotify,Asia,Electronic,Album,2481,3403,1753,2807,2191,39,61,Desktop,333301,398614,98753,9.208421057274494,19,81,1772,3713,4421,21:00,15.335682447937957
2023,02,YouTube,India,Electronic,EP,2072,2026,2793,1978,502,44,56,Desktop,392670,401339,163835,14.064648123630628,5,95,1951,4461,3534,21:00,13.280069803504944
2024,03,Spotify,North America,Classical,Single,2618,2281,2766,2125,1771,59,41,Mobile,393750,260023,66515,2.590959630316929,49,51,723,4863,1831,12:00,21.8355127644646
2019,09,YouTube,Asia,Classical,Single,1256,2178,2744,1365,1108,49,51,Tablet,203977,256128,129313,4.22434266725654,62,38,1361,1919,4146,18:00,14.550698452550261
2020,02,Spotify,Japan,Hip-Hop,Single,2398,2398,2339,1642,1070,42,58,Mobile,244545,224748,170859,3.7900455381119005,47,53,4027,2969,4749,06:00,48.55738278072631
2020,06,Apple Music,Africa,Classical,Single,1212,3267,1879,1495,813,62,38,PS5,337054,351087,185704,2.362024328824175,68,32,2564,1119,401,21:00,19.54561118824362
2019,05,Amazon Music,South America,Hip-Hop,Album,1323,2351,3448,2555,1131,52,48,Desktop,251828,455204,60100,13.869657712654686,13,87,3951,1365,3830,12:00,20.863243262174635
2022,05,Apple Music,Africa,Electronic,EP,1296,3695,2074,2457,781,43,57,Mobile,466314,269051,133740,15.842042804393836,31,69,4377,3996,4710,06:00,18.498684859295853
2019,11,Apple Music,Asia,Pop,Single,1271,2573,2680,1894,1239,38,62,Mobile,435655,144697,145692,1.7543629127240172,35,65,3495,1459,2191,18:00,44.86840508610123
2020,11,YouTube,South America,Hip-Hop,Album,2385,2959,2144,2031,2194,39,61,Mobile,352318,309660,82286,5.008372814036537,63,37,4775,1989,4418,06:00,27.756173770202764
2022,01,Amazon Music,South America,Electronic,Album,2942,3762,2595,1554,1705,39,61,Desktop,209606,411334,183574,17.69880788035161,40,60,1360,1311,3845,12:00,21.78015664639044
2019,07,YouTube,Japan,Jazz,EP,1019,3462,3052,1444,1593,64,36,PS5,358149,377450,94651,19.10675015172724,64,36,4645,4328,4176,21:00,21.22573298841828
2023,04,YouTube,South America,Jazz,Single,2757,3940,2082,1452,1560,57,43,PS5,107372,285756,98426,13.64255124764269,58,42,2902,2471,4650,12:00,43.0419295742477
2020,03,Spotify,Asia,Electronic,EP,1882,2750,2603,2528,1870,49,51,Desktop,199804,270754,72564,2.675868681669751,52,48,1042,1074,3077,12:00,22.61775981911227
2023,03,Amazon Music,Africa,Rock,EP,2593,3529,3417,1954,944,46,54,Mobile,267065,285641,63760,15.062161642193246,43,57,2937,187,963,21:00,10.489509792384684
2019,05,Apple Music,Japan,Electronic,Album,2728,2217,2546,2502,624,44,56,PS5,155557,361520,66539,5.802630060518704,62,38,4368,773,1393,18:00,38.657877143916224
2019,03,Spotify,Asia,Jazz,Single,2239,3704,2880,2814,2147,36,64,Mobile,275137,422646,141639,14.294207704498726,34,66,3030,456,2577,21:00,41.04394694794711
2024,09,Amazon Music,Japan,Jazz,Album,1981,2782,2151,1214,1034,61,39,Mobile,436190,477434,136513,2.6301442186086015,13,87,4587,3427,3706,12:00,23.527655144785673
2020,03,Amazon Music,North America,Jazz,EP,1950,3810,3369,2309,1715,50,50,Tablet,418528,301484,165972,1.6764424928677433,39,61,3649,465,3160,00:00,39.33967769921941
2022,01,YouTube,Japan,Classical,EP,2486,2055,2988,1453,1010,56,44,PS5,173396,407208,116041,3.7251454849773147,47,53,3739,2062,2179,12:00,19.104517150000312
2020,06,YouTube,Japan,Classical,EP,1210,3573,2945,2158,1334,38,62,Desktop,338697,338427,72635,17.57172747349802,29,71,3279,865,4510,21:00,26.488014158117704
2019,12,Amazon Music,Africa,Rock,EP,2956,3450,3030,1990,2135,51,49,Desktop,353057,378411,196787,8.994667399507339,45,55,3731,1065,971,00:00,25.27671333896299
2020,07,Amazon Music,Japan,Classical,EP,1587,3577,2363,1304,2278,55,45,Desktop,143133,433443,185577,5.487807172426012,60,40,4136,631,4298,21:00,38.317312884953445
2023,05,YouTube,Africa,Pop,Album,1497,2464,2871,1663,1035,41,59,PS5,175558,496904,120571,10.142354053529171,56,44,4250,2085,1658,06:00,23.028690724200207
2023,04,YouTube,Asia,Pop,Single,2008,3569,2133,2404,2109,55,45,Tablet,157530,470538,196223,17.005483285195197,63,37,1132,4122,2507,00:00,15.291350777465832
2023,04,Apple Music,Asia,Pop,Album,1460,2072,3125,2008,2142,55,45,Desktop,317396,127923,161038,11.344232292901577,27,73,513,3627,896,21:00,21.374129446872566
2020,04,Amazon Music,Europe,Pop,EP,1963,3004,1626,1385,1687,38,62,Mobile,376250,217861,119102,19.753178895840033,33,67,4157,896,2569,12:00,5.908145913456366
2023,12,YouTube,Asia,Pop,Album,2533,2513,2297,1569,1735,52,48,Desktop,100345,203763,157990,17.81695885217241,23,77,4186,2115,2385,12:00,45.992998871517564
2020,01,Spotify,North America,Electronic,EP,1740,2283,2322,2756,805,63,37,Mobile,426125,474683,99589,7.797262956096178,48,52,1125,3775,4087,12:00,9.455603923029065
2023,07,Apple Music,Europe,Jazz,EP,1849,3171,2688,1042,2397,61,39,PS5,111852,344489,111342,18.965505864071474,8,92,3387,4889,4472,06:00,40.54941665701795
